data,predict,target
KupujemPro,PLAIN,ELECTRONIC
Bei,PLAIN,LETTERS
WELS,LETTERS,PLAIN
Esla,PLAIN,LETTERS
2014,DATE,DIGIT
Sadd,PLAIN,LETTERS
Pir,PLAIN,LETTERS
2006,CARDINAL,DATE
Techcrunch,PLAIN,ELECTRONIC
6,DIGIT,CARDINAL
2012,DATE,CARDINAL
SURTASS,PLAIN,LETTERS
2016,CARDINAL,DATE
AS,PLAIN,LETTERS
HIP,LETTERS,PLAIN
-,PLAIN,VERBATIM
OMI,PLAIN,LETTERS
MEMS,PLAIN,LETTERS
Davvd,PLAIN,LETTERS
pshe,PLAIN,LETTERS
FUDOSI,PLAIN,LETTERS
MUME,PLAIN,LETTERS
BIG's,LETTERS,PLAIN
OCTA,LETTERS,PLAIN
firejoemor,PLAIN,ELECTRONIC
FOXG,PLAIN,LETTERS
V,LETTERS,PLAIN
p,PLAIN,LETTERS
LTD,LETTERS,PLAIN
2012,DATE,CARDINAL
OLI,LETTERS,PLAIN
OW,LETTERS,PLAIN
7pm AEST,DATE,TIME
Nak,PLAIN,LETTERS
2,DIGIT,CARDINAL
Als,PLAIN,LETTERS
1977,DATE,CARDINAL
EX,LETTERS,PLAIN
KUQI,PLAIN,LETTERS
ils,PLAIN,LETTERS
PrxsAtypic,LETTERS,PLAIN
II,CARDINAL,ORDINAL
ASCO,LETTERS,PLAIN
RugbyFootb,PLAIN,ELECTRONIC
Lun,PLAIN,LETTERS
2014,DATE,CARDINAL
SCIRI,PLAIN,LETTERS
Dhe,PLAIN,LETTERS
B,LETTERS,PLAIN
2004,DATE,CARDINAL
SPARC,LETTERS,PLAIN
:,PLAIN,PUNCT
R,LETTERS,PLAIN
ECh,LETTERS,PLAIN
1959,DATE,CARDINAL
2009,DATE,CARDINAL
RetailOnli,PLAIN,ELECTRONIC
06,DIGIT,CARDINAL
2,CARDINAL,DIGIT
2 dec.,MEASURE,DATE
2,DIGIT,CARDINAL
Zeo,PLAIN,LETTERS
EHESS,PLAIN,LETTERS
3516,CARDINAL,DIGIT
p,PLAIN,LETTERS
MINAP,PLAIN,LETTERS
2014,DATE,CARDINAL
Misr,PLAIN,LETTERS
Oirr,PLAIN,LETTERS
2003,DATE,DIGIT
ke,PLAIN,LETTERS
Loi,PLAIN,LETTERS
viii,PLAIN,LETTERS
V,PLAIN,ORDINAL
2000,DATE,CARDINAL
Baadj,PLAIN,LETTERS
2011,CARDINAL,DATE
GiMA,PLAIN,LETTERS
CHAHONGARD,PLAIN,LETTERS
MTN,LETTERS,PLAIN
Oza,LETTERS,PLAIN
Dir,PLAIN,LETTERS
2014,DIGIT,DATE
1,CARDINAL,DIGIT
M,LETTERS,PLAIN
RAC,PLAIN,LETTERS
CONAMAQ,PLAIN,LETTERS
MAGA,PLAIN,LETTERS
Nama,PLAIN,LETTERS
OUA,PLAIN,LETTERS
Sei,PLAIN,LETTERS
ATRAND,PLAIN,LETTERS
Arv,PLAIN,LETTERS
2555,CARDINAL,DIGIT
Dez,PLAIN,LETTERS
Ims,LETTERS,PLAIN
LeakyMails,PLAIN,ELECTRONIC
VERGOGNA,PLAIN,LETTERS
eGIF,LETTERS,PLAIN
p,PLAIN,LETTERS
1988,DATE,CARDINAL
KUBS,LETTERS,PLAIN
EFT,LETTERS,PLAIN
Fyn,PLAIN,LETTERS
2013,CARDINAL,DATE
14-9-0,DATE,TELEPHONE
6,CARDINAL,DIGIT
Lyul,PLAIN,LETTERS
SUNDANCE,LETTERS,PLAIN
Gamlehauge,PLAIN,ELECTRONIC
ArchivesGe,PLAIN,ELECTRONIC
gts,PLAIN,VERBATIM
I,PLAIN,ORDINAL
yr,LETTERS,PLAIN
w,PLAIN,LETTERS
GameRankin,PLAIN,ELECTRONIC
2010,DATE,CARDINAL
Werl,PLAIN,LETTERS
2014,DATE,CARDINAL
OFT,LETTERS,PLAIN
MC,LETTERS,ORDINAL
DEG,PLAIN,LETTERS
LASIK,LETTERS,PLAIN
LEGISALTIV,PLAIN,LETTERS
WA,PLAIN,LETTERS
11,CARDINAL,DIGIT
g,PLAIN,LETTERS
MIY,PLAIN,LETTERS
qut,PLAIN,LETTERS
Zod,PLAIN,LETTERS
AFLA,LETTERS,PLAIN
BEME,PLAIN,LETTERS
Broadwaywo,PLAIN,ELECTRONIC
1997,DATE,CARDINAL
42,CARDINAL,DIGIT
SCIOGLIMEN,PLAIN,LETTERS
2010,CARDINAL,DATE
PRO,PLAIN,LETTERS
6,CARDINAL,DIGIT
Brk,PLAIN,VERBATIM
ALS,PLAIN,LETTERS
CRAY,LETTERS,PLAIN
Toh,PLAIN,LETTERS
Mgimwa,PLAIN,LETTERS
TINIG,PLAIN,LETTERS
ANALECTA,PLAIN,LETTERS
III,ORDINAL,CARDINAL
2012,CARDINAL,DATE
ELCA,LETTERS,PLAIN
58,CARDINAL,DIGIT
Uezd,PLAIN,LETTERS
StiftungSt,PLAIN,ELECTRONIC
MePPP,PLAIN,LETTERS
4,CARDINAL,DIGIT
.220AU,DECIMAL,MEASURE
1967,DATE,CARDINAL
2015,DATE,CARDINAL
Wau,PLAIN,LETTERS
2003,DATE,CARDINAL
ETC,LETTERS,PLAIN
Ojha,PLAIN,LETTERS
AWS,LETTERS,PLAIN
Attn,PLAIN,LETTERS
StormTrack,ELECTRONIC,PLAIN
ir,PLAIN,LETTERS
ASK,LETTERS,PLAIN
"1,370 mill",MONEY,DECIMAL
1939,CARDINAL,DATE
I,PLAIN,ORDINAL
EMERGIA,PLAIN,LETTERS
PvE,VERBATIM,LETTERS
rugbyleagu,PLAIN,ELECTRONIC
cpr,LETTERS,VERBATIM
09,CARDINAL,DIGIT
ez,PLAIN,LETTERS
jpn,PLAIN,VERBATIM
Cissé,PLAIN,LETTERS
XIII,CARDINAL,ORDINAL
sua,PLAIN,LETTERS
Io,PLAIN,LETTERS
3,CARDINAL,DIGIT
OAM,PLAIN,LETTERS
Hok,PLAIN,LETTERS
sRNAs,PLAIN,LETTERS
umbc,PLAIN,LETTERS
2,DIGIT,CARDINAL
20055 mill,MONEY,DECIMAL
AUF,LETTERS,PLAIN
6,DIGIT,CARDINAL
c,LETTERS,PLAIN
Vam,PLAIN,LETTERS
st,PLAIN,LETTERS
IFS,LETTERS,PLAIN
BNET,PLAIN,LETTERS
LOBI,PLAIN,LETTERS
Asso.frDoc,PLAIN,ELECTRONIC
by'Ponc,PLAIN,LETTERS
AKhRR,PLAIN,LETTERS
vs,PLAIN,LETTERS
00624,TELEPHONE,DIGIT
7610,CARDINAL,DIGIT
ELO,LETTERS,PLAIN
Liit,PLAIN,LETTERS
EETs,LETTERS,PLAIN
ISI,LETTERS,PLAIN
ABKCO,PLAIN,LETTERS
2005,DIGIT,DATE
Misr,PLAIN,LETTERS
Fase,PLAIN,LETTERS
mes,PLAIN,LETTERS
Deg,PLAIN,LETTERS
etymonline,PLAIN,ELECTRONIC
c,LETTERS,PLAIN
DISIPLINLE,PLAIN,LETTERS
NIAS,LETTERS,PLAIN
thresholdh,PLAIN,ELECTRONIC
seok,PLAIN,LETTERS
engl,PLAIN,LETTERS
Jicu,PLAIN,LETTERS
Naqi,LETTERS,PLAIN
2009,CARDINAL,DATE
ees,PLAIN,LETTERS
Dna,PLAIN,LETTERS
Vdvoem,PLAIN,LETTERS
UNP,PLAIN,LETTERS
EMU,LETTERS,PLAIN
4490,CARDINAL,DIGIT
OA,LETTERS,PLAIN
101910/11,CARDINAL,FRACTION
Usui,PLAIN,LETTERS
Mes,PLAIN,LETTERS
PRAVOSLAVI,PLAIN,LETTERS
sla,PLAIN,LETTERS
2000,DATE,CARDINAL
2003,DATE,CARDINAL
ManTherapy,PLAIN,ELECTRONIC
RAKAA,PLAIN,LETTERS
nationalar,PLAIN,ELECTRONIC
tok,PLAIN,LETTERS
feet,VERBATIM,PLAIN
Ubos,PLAIN,LETTERS
4 ,DIGIT,CARDINAL
Oum,PLAIN,LETTERS
DISAYANG,PLAIN,LETTERS
src,PLAIN,VERBATIM
ve,PLAIN,LETTERS
II,ORDINAL,CARDINAL
hrt,PLAIN,VERBATIM
DUBs,LETTERS,PLAIN
mtDNA,PLAIN,LETTERS
1980,DATE,CARDINAL
Kyyiv,PLAIN,LETTERS
7,DIGIT,CARDINAL
cst,PLAIN,LETTERS
NAE,LETTERS,PLAIN
Lidén,PLAIN,LETTERS
AH,PLAIN,LETTERS
EFE,LETTERS,PLAIN
50,DIGIT,CARDINAL
Dod,PLAIN,LETTERS
5,CARDINAL,DIGIT
Caos,PLAIN,LETTERS
3,CARDINAL,DIGIT
2007,CARDINAL,DATE
AE,PLAIN,LETTERS
sr,PLAIN,LETTERS
fua,PLAIN,LETTERS
l,LETTERS,PLAIN
gby,PLAIN,LETTERS
COMSAT,LETTERS,PLAIN
éve,LETTERS,PLAIN
FIntP,PLAIN,LETTERS
9,DIGIT,CARDINAL
