data,predict,target
III,CARDINAL,ORDINAL
1922,DATE,CARDINAL
2012,CARDINAL,DATE
II,ORDINAL,CARDINAL
100,CARDINAL,DIGIT
3,CARDINAL,DIGIT
27,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
1922,DATE,DIGIT
III,ORDINAL,CARDINAL
XIII,ORDINAL,CARDINAL
1,CARDINAL,DIGIT
2015,CARDINAL,DATE
1985,DATE,CARDINAL
3558,CARDINAL,DIGIT
9,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2009,CARDINAL,DATE
7,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
2703,CARDINAL,DIGIT
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1999,DATE,CARDINAL
LB,PLAIN,LETTERS
II,CARDINAL,ORDINAL
1993,DATE,DIGIT
III,CARDINAL,ORDINAL
2007,DATE,CARDINAL
tv,LETTERS,VERBATIM
0,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
drm,LETTERS,VERBATIM
4,CARDINAL,DIGIT
53,CARDINAL,DIGIT
16,CARDINAL,DIGIT
2,CARDINAL,DIGIT
81,CARDINAL,DECIMAL
63,CARDINAL,DIGIT
V,ORDINAL,CARDINAL
69,CARDINAL,DECIMAL
1995,DATE,DIGIT
XI,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
2014,DATE,CARDINAL
1172,DIGIT,DATE
"78,000,000",CARDINAL,MEASURE
1924,DATE,CARDINAL
1990,DATE,CARDINAL
3,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1910,DATE,DIGIT
XIII,CARDINAL,ORDINAL
CLL,LETTERS,PLAIN
1924,DATE,CARDINAL
15,CARDINAL,DIGIT
XVI,CARDINAL,ORDINAL
24,CARDINAL,DECIMAL
336,CARDINAL,DECIMAL
IV,LETTERS,ORDINAL
7,CARDINAL,DECIMAL
Dhttp,LETTERS,VERBATIM
3,CARDINAL,DIGIT
gr,LETTERS,VERBATIM
206,CARDINAL,DIGIT
00078,DIGIT,VERBATIM
2000,DATE,CARDINAL
1,DIGIT,CARDINAL
116,CARDINAL,DIGIT
332,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2001,DATE,DIGIT
1394,DATE,DIGIT
8,CARDINAL,DIGIT
1,CARDINAL,DIGIT
8,CARDINAL,DIGIT
2002,DATE,CARDINAL
260,CARDINAL,DECIMAL
1934,DATE,CARDINAL
4,DIGIT,CARDINAL
1970,DATE,DIGIT
60064,CARDINAL,VERBATIM
2011,DATE,CARDINAL
XV,ORDINAL,CARDINAL
2009,CARDINAL,DATE
Oidhche,PLAIN,LETTERS
2,CARDINAL,DIGIT
54268,CARDINAL,DIGIT
2012,DATE,CARDINAL
III,ORDINAL,CARDINAL
ff,VERBATIM,LETTERS
2008,DATE,DIGIT
2001,DATE,DIGIT
20,CARDINAL,DIGIT
117,CARDINAL,DIGIT
1997,DATE,CARDINAL
VIII,ORDINAL,CARDINAL
V.,LETTERS,ORDINAL
407,CARDINAL,DIGIT
II,ORDINAL,CARDINAL
2017,DATE,CARDINAL
4,CARDINAL,DECIMAL
2013,DATE,CARDINAL
sv,LETTERS,VERBATIM
XVI,ORDINAL,CARDINAL
2000,DATE,CARDINAL
2014,CARDINAL,DATE
XI,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
1995,DATE,DIGIT
60,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
2012,CARDINAL,DATE
stmarysmos,PLAIN,ELECTRONIC
103,CARDINAL,DECIMAL
I.,LETTERS,CARDINAL
6,CARDINAL,DIGIT
IV,ORDINAL,LETTERS
329,CARDINAL,DIGIT
6230,CARDINAL,DIGIT
apostrophi,ELECTRONIC,PLAIN
V.,ORDINAL,LETTERS
nz,LETTERS,VERBATIM
2005,DATE,DIGIT
V,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
1983,DATE,CARDINAL
sml,VERBATIM,LETTERS
1790,DATE,DIGIT
1934 ,DIGIT,DATE
2001,DATE,CARDINAL
2,CARDINAL,DIGIT
2008,DATE,CARDINAL
I,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
83,CARDINAL,DECIMAL
2011,DATE,DIGIT
"23,739,952",CARDINAL,MEASURE
I.,LETTERS,ORDINAL
cmssp,LETTERS,VERBATIM
248,CARDINAL,DIGIT
2016,DATE,CARDINAL
2006,DATE,CARDINAL
2009,DATE,CARDINAL
III,CARDINAL,ORDINAL
1941,DATE,CARDINAL
pdf,LETTERS,VERBATIM
2011,DATE,CARDINAL
822664,CARDINAL,DIGIT
497,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
1989,DATE,DIGIT
4,CARDINAL,DIGIT
3,CARDINAL,DECIMAL
opl,VERBATIM,LETTERS
2007,DATE,DIGIT
854,CARDINAL,DIGIT
5,CARDINAL,DIGIT
V.,LETTERS,ORDINAL
1,CARDINAL,DIGIT
tvN,LETTERS,VERBATIM
3,CARDINAL,DIGIT
2008,DATE,CARDINAL
2006,DATE,CARDINAL
1974,DATE,CARDINAL
III,CARDINAL,ORDINAL
2010,DATE,DIGIT
2013,DATE,CARDINAL
2011,DATE,CARDINAL
VII,CARDINAL,ORDINAL
1943,DATE,CARDINAL
11,CARDINAL,DIGIT
2004,DATE,DIGIT
2003,DATE,CARDINAL
PVT,LETTERS,PLAIN
II,CARDINAL,ORDINAL
MT,LETTERS,PLAIN
4,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
V.,ORDINAL,LETTERS
81,DECIMAL,CARDINAL
13,DIGIT,CARDINAL
0214-06-07,TELEPHONE,DATE
wz,VERBATIM,LETTERS
7,CARDINAL,DIGIT
11,CARDINAL,DIGIT
666,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
2013,CARDINAL,DATE
1944,DATE,CARDINAL
2003,DATE,CARDINAL
2011,CARDINAL,DATE
3,CARDINAL,DIGIT
2010,DATE,CARDINAL
2,CARDINAL,DIGIT
78,CARDINAL,DIGIT
MdDS,LETTERS,VERBATIM
43460,CARDINAL,VERBATIM
9650,CARDINAL,DIGIT
4,CARDINAL,DIGIT
5,CARDINAL,DIGIT
2014,DATE,CARDINAL
2,CARDINAL,DIGIT
2002,DATE,CARDINAL
1901,DATE,CARDINAL
X.,ORDINAL,LETTERS
1989,DATE,CARDINAL
I.,LETTERS,ORDINAL
2009,DATE,CARDINAL
I,CARDINAL,ORDINAL
rs,VERBATIM,LETTERS
I,ORDINAL,CARDINAL
II,CARDINAL,ORDINAL
1955,DATE,DIGIT
2011,DATE,CARDINAL
U.N.B.L.J.,PLAIN,LETTERS
V,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
2013,DATE,CARDINAL
3584,CARDINAL,DIGIT
2007,DATE,CARDINAL
2011,DATE,CARDINAL
1956,DATE,DIGIT
2,CARDINAL,DIGIT
2001,DATE,CARDINAL
2,CARDINAL,DIGIT
638,CARDINAL,DIGIT
26,CARDINAL,DIGIT
1,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
2005,DATE,CARDINAL
2003,DATE,DIGIT
1932,DATE,CARDINAL
drm,LETTERS,VERBATIM
41,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
II,CARDINAL,ORDINAL
2012,CARDINAL,DATE
118584,DIGIT,CARDINAL
III,ORDINAL,CARDINAL
2006,DATE,CARDINAL
V.,LETTERS,ORDINAL
III,CARDINAL,ORDINAL
8,DIGIT,CARDINAL
26,CARDINAL,DIGIT
1935,DATE,CARDINAL
1996,DATE,DIGIT
20,CARDINAL,DIGIT
48-,DIGIT,CARDINAL
IV,LETTERS,ORDINAL
I,CARDINAL,ORDINAL
281,CARDINAL,DIGIT
1200,DATE,DIGIT
2011,DATE,CARDINAL
1984,DATE,CARDINAL
2008,DATE,CARDINAL
I.,CARDINAL,LETTERS
sf,LETTERS,VERBATIM
1982,DATE,CARDINAL
1988,DATE,CARDINAL
2004,DATE,CARDINAL
2,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
8,CARDINAL,DIGIT
70,CARDINAL,DIGIT
8027911,CARDINAL,DIGIT
II's,LETTERS,CARDINAL
6,CARDINAL,DIGIT
1900,DATE,CARDINAL
2015,DATE,CARDINAL
44,CARDINAL,DIGIT
61,CARDINAL,DECIMAL
1918,DATE,CARDINAL
44586,CARDINAL,DIGIT
1990,DATE,DIGIT
msr,LETTERS,VERBATIM
1991,DATE,CARDINAL
2005,DATE,CARDINAL
VIII,ORDINAL,CARDINAL
5,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
3,CARDINAL,DIGIT
1840,DATE,DIGIT
60162,CARDINAL,VERBATIM
14,CARDINAL,DIGIT
1999,DATE,CARDINAL
1951,DATE,CARDINAL
4,CARDINAL,DIGIT
2012,CARDINAL,DATE
1918,DATE,CARDINAL
2001,DATE,CARDINAL
2014,CARDINAL,DATE
XVII,ORDINAL,CARDINAL
1994,DATE,CARDINAL
1944,CARDINAL,DATE
2009,DATE,DIGIT
2009,DATE,CARDINAL
1991,DATE,CARDINAL
3,CARDINAL,DIGIT
2009,DATE,DIGIT
5,CARDINAL,DIGIT
184,CARDINAL,DIGIT
V.,ORDINAL,LETTERS
38,CARDINAL,DIGIT
1991,DATE,DIGIT
802 740 LY,MEASURE,TELEPHONE
60,CARDINAL,DIGIT
I.,ORDINAL,LETTERS
1905,DATE,CARDINAL
1963,DATE,DIGIT
4,CARDINAL,DIGIT
5,CARDINAL,DIGIT
8150,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
51103,CARDINAL,DIGIT
12,CARDINAL,DIGIT
102,CARDINAL,DIGIT
pb,LETTERS,VERBATIM
2010,DATE,DIGIT
1901,DATE,CARDINAL
1071,DATE,DIGIT
2011,DATE,CARDINAL
2007,CARDINAL,DATE
1985,DATE,DIGIT
2.8 millio,DECIMAL,MONEY
2014,CARDINAL,DATE
I.,LETTERS,CARDINAL
II,CARDINAL,ORDINAL
2012,DATE,CARDINAL
3,CARDINAL,DIGIT
2005-12-22,DATE,TELEPHONE
89,CARDINAL,DIGIT
1954,DATE,DIGIT
125,CARDINAL,DIGIT
11,CARDINAL,DIGIT
Marxisthis,PLAIN,ELECTRONIC
2491,CARDINAL,DIGIT
ptptpt,LETTERS,VERBATIM
3,CARDINAL,DIGIT
2008,DATE,CARDINAL
mp,VERBATIM,LETTERS
II,ORDINAL,CARDINAL
XII,ORDINAL,CARDINAL
2002,DATE,DIGIT
10014,CARDINAL,VERBATIM
III,CARDINAL,ORDINAL
pdf,VERBATIM,LETTERS
2015,CARDINAL,DATE
IV,LETTERS,ORDINAL
I,CARDINAL,ORDINAL
1971,CARDINAL,DATE
51,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
4723,CARDINAL,DIGIT
754890912,CARDINAL,DIGIT
XXIII,CARDINAL,ORDINAL
mr,PLAIN,LETTERS
99,CARDINAL,DIGIT
1969,DATE,DIGIT
2011,DATE,CARDINAL
Ho'ona,LETTERS,PLAIN
1912,DATE,CARDINAL
2015,CARDINAL,DATE
2013,DATE,CARDINAL
2005,DATE,CARDINAL
4,CARDINAL,DIGIT
58102,CARDINAL,VERBATIM
9,DIGIT,CARDINAL
"97068,",DIGIT,VERBATIM
2004,DATE,DIGIT
pp,LETTERS,VERBATIM
ln,PLAIN,LETTERS
350 th,MEASURE,ORDINAL
casomorphi,ELECTRONIC,LETTERS
2009,DATE,CARDINAL
2012,CARDINAL,DATE
MCX,LETTERS,CARDINAL
2,CARDINAL,DIGIT
5,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
2016,DATE,CARDINAL
2014,DATE,CARDINAL
40,CARDINAL,DIGIT
1322,DATE,DIGIT
2000,DATE,CARDINAL
107,CARDINAL,DIGIT
1998,CARDINAL,DATE
2013,CARDINAL,DATE
112,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
1949,CARDINAL,DATE
I,CARDINAL,ORDINAL
2211,CARDINAL,DIGIT
2011,DATE,CARDINAL
116,CARDINAL,DIGIT
2008,DATE,DIGIT
8,CARDINAL,DIGIT
1936,CARDINAL,DATE
1984,CARDINAL,DATE
II,CARDINAL,ORDINAL
2003,DATE,DIGIT
3,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
II,ORDINAL,CARDINAL
XXII,ORDINAL,CARDINAL
I.,LETTERS,CARDINAL
2,CARDINAL,DIGIT
gd,VERBATIM,LETTERS
2,CARDINAL,DIGIT
47,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
138 billio,DECIMAL,MONEY
1995,CARDINAL,DATE
0,CARDINAL,DIGIT
12,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
IV,LETTERS,ORDINAL
2011,DATE,CARDINAL
106,DIGIT,CARDINAL
1972,CARDINAL,DATE
1959,DATE,CARDINAL
2,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
2012,DATE,CARDINAL
pc,VERBATIM,LETTERS
16,CARDINAL,DIGIT
VIII,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
277,CARDINAL,DIGIT
2015,CARDINAL,DATE
II,ORDINAL,CARDINAL
II,CARDINAL,ORDINAL
JCT,LETTERS,PLAIN
MR,PLAIN,LETTERS
I,ORDINAL,CARDINAL
X,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
1993,DATE,DIGIT
2000,DATE,CARDINAL
2009,DATE,CARDINAL
6,CARDINAL,DIGIT
2009,DATE,DIGIT
I.,LETTERS,ORDINAL
SO,PLAIN,LETTERS
8,CARDINAL,DECIMAL
1977,DATE,CARDINAL
3,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
16,CARDINAL,DIGIT
2010,CARDINAL,DATE
hp,VERBATIM,LETTERS
tv,LETTERS,VERBATIM
X,ORDINAL,CARDINAL
IV,LETTERS,CARDINAL
02108,DIGIT,VERBATIM
2006,CARDINAL,DATE
2,CARDINAL,DIGIT
83,CARDINAL,DECIMAL
2011,DATE,CARDINAL
50,CARDINAL,DIGIT
2013,DATE,CARDINAL
1972,DATE,DIGIT
94,CARDINAL,DIGIT
747,CARDINAL,DIGIT
VIII,CARDINAL,ORDINAL
2009,DATE,DIGIT
2003,DATE,CARDINAL
III,CARDINAL,ORDINAL
2007,DATE,CARDINAL
422,CARDINAL,DECIMAL
1966,DATE,CARDINAL
28783,CARDINAL,DIGIT
1978,DATE,DIGIT
IV,LETTERS,ORDINAL
2006,DATE,CARDINAL
28,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
I.,LETTERS,CARDINAL
VIII,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
437,CARDINAL,DIGIT
I,ORDINAL,PLAIN
2011,DATE,CARDINAL
666,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
2007,CARDINAL,DATE
9382,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2010,DATE,CARDINAL
wp,VERBATIM,LETTERS
ltd,PLAIN,LETTERS
rpg,VERBATIM,LETTERS
1,CARDINAL,DIGIT
1960,DATE,CARDINAL
IV,CARDINAL,LETTERS
2007,DATE,DIGIT
1,CARDINAL,DIGIT
programmeh,PLAIN,ELECTRONIC
2,CARDINAL,DIGIT
Tkhtml,LETTERS,VERBATIM
X,ORDINAL,CARDINAL
109,CARDINAL,DECIMAL
2014,DATE,CARDINAL
V.,LETTERS,CARDINAL
XIV,CARDINAL,ORDINAL
1944,DATE,CARDINAL
6,CARDINAL,DIGIT
963503,DIGIT,CARDINAL
I,CARDINAL,ORDINAL
VI,CARDINAL,ORDINAL
2010,DATE,CARDINAL
080182527,TELEPHONE,DIGIT
382,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
2008,DATE,CARDINAL
XIII,CARDINAL,ORDINAL
1988,DATE,CARDINAL
1,CARDINAL,DIGIT
1967,DATE,CARDINAL
12,CARDINAL,DIGIT
hr,PLAIN,LETTERS
412,CARDINAL,DIGIT
9,CARDINAL,DIGIT
1535,DATE,DIGIT
1,DIGIT,CARDINAL
790,CARDINAL,DIGIT
I.,CARDINAL,LETTERS
3,CARDINAL,DIGIT
2009,DATE,CARDINAL
60,CARDINAL,DIGIT
8,CARDINAL,DIGIT
1927,DATE,CARDINAL
36824,CARDINAL,DIGIT
45,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
2011,CARDINAL,DATE
1895,DATE,DIGIT
6,CARDINAL,DIGIT
BR,LETTERS,PLAIN
5,CARDINAL,DIGIT
1924,CARDINAL,DATE
2011,DATE,CARDINAL
1997,DATE,DIGIT
1999,DATE,CARDINAL
64,CARDINAL,DIGIT
50901,CARDINAL,DIGIT
6,CARDINAL,DECIMAL
2,CARDINAL,DIGIT
92-,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
10,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
6402,CARDINAL,DIGIT
2005,DATE,CARDINAL
10,CARDINAL,DIGIT
40,CARDINAL,DIGIT
6,CARDINAL,DIGIT
1,CARDINAL,DIGIT
1985,DATE,CARDINAL
747,DIGIT,CARDINAL
I.,ORDINAL,LETTERS
2,CARDINAL,DIGIT
1895,DATE,DIGIT
1904,DATE,DIGIT
2.84973 mi,MEASURE,DECIMAL
2012,DATE,CARDINAL
3,CARDINAL,DIGIT
2013,CARDINAL,DATE
56,CARDINAL,DIGIT
2006,DATE,CARDINAL
28,CARDINAL,DIGIT
tv,LETTERS,VERBATIM
2010,CARDINAL,DATE
I,CARDINAL,ORDINAL
1600,DATE,DIGIT
6,CARDINAL,DIGIT
2008,DATE,DIGIT
2011,CARDINAL,DATE
3,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
1991,DATE,CARDINAL
1953,DATE,CARDINAL
18,CARDINAL,DIGIT
3,CARDINAL,DIGIT
48,CARDINAL,DIGIT
12,CARDINAL,DIGIT
22,CARDINAL,DIGIT
2015,CARDINAL,DATE
11142,CARDINAL,DIGIT
1916,DATE,CARDINAL
MR,PLAIN,LETTERS
2014,DIGIT,DATE
26,CARDINAL,DECIMAL
III,CARDINAL,ORDINAL
RD,PLAIN,LETTERS
II,CARDINAL,ORDINAL
X,CARDINAL,ORDINAL
259,CARDINAL,DECIMAL
2012,DATE,CARDINAL
1939,DATE,CARDINAL
EtP,PLAIN,LETTERS
pdf,VERBATIM,LETTERS
2013,CARDINAL,DATE
1983,DATE,CARDINAL
1908,DATE,CARDINAL
2010,DATE,CARDINAL
2009,DATE,CARDINAL
10 Sv,DATE,MEASURE
1,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1997,DATE,DIGIT
DR,PLAIN,LETTERS
08093,DIGIT,TELEPHONE
QpPsa,VERBATIM,LETTERS
DR,PLAIN,LETTERS
XIV,CARDINAL,ORDINAL
10,CARDINAL,DIGIT
V.,LETTERS,ORDINAL
7,CARDINAL,DIGIT
3,CARDINAL,DIGIT
7451,CARDINAL,DIGIT
2015,CARDINAL,DATE
1999,DATE,CARDINAL
190,CARDINAL,DECIMAL
VII,ORDINAL,CARDINAL
I.,LETTERS,ORDINAL
19,CARDINAL,DIGIT
2003,DATE,CARDINAL
I,CARDINAL,ORDINAL
57,CARDINAL,DIGIT
1918,DATE,CARDINAL
2011,DATE,DIGIT
2014,DATE,CARDINAL
III,ORDINAL,CARDINAL
III,CARDINAL,ORDINAL
1971,DATE,CARDINAL
nz,LETTERS,VERBATIM
05,CARDINAL,DIGIT
116,CARDINAL,DIGIT
2010,CARDINAL,DATE
9019,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
2007,DATE,DIGIT
2,CARDINAL,DIGIT
1951,CARDINAL,DATE
I,ORDINAL,CARDINAL
2012,CARDINAL,DATE
1,DIGIT,CARDINAL
II,CARDINAL,ORDINAL
3,DIGIT,CARDINAL
MR,PLAIN,LETTERS
2007,CARDINAL,DATE
23,CARDINAL,DIGIT
3,DIGIT,CARDINAL
1930,CARDINAL,DATE
865,CARDINAL,DIGIT
511,CARDINAL,DIGIT
1954,DATE,CARDINAL
2004,CARDINAL,DATE
2011,CARDINAL,DATE
15-11-4,TELEPHONE,DATE
8,CARDINAL,DIGIT
2016,CARDINAL,DATE
2007,DATE,DIGIT
2009,DATE,CARDINAL
II,CARDINAL,ORDINAL
1972,DATE,DIGIT
II,CARDINAL,ORDINAL
SO,PLAIN,LETTERS
I,CARDINAL,ORDINAL
07722,TELEPHONE,DIGIT
1996,DATE,DIGIT
55101,CARDINAL,DIGIT
2015,CARDINAL,DATE
II,CARDINAL,ORDINAL
38534,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
kbpd,LETTERS,VERBATIM
I,CARDINAL,ORDINAL
III,ORDINAL,CARDINAL
1,CARDINAL,DIGIT
32011,CARDINAL,DIGIT
2008,DATE,CARDINAL
jtv,LETTERS,VERBATIM
2011,DATE,DIGIT
V,CARDINAL,ORDINAL
5,CARDINAL,DIGIT
110:,DATE,CARDINAL
II,CARDINAL,ORDINAL
IV,ORDINAL,LETTERS
IV,LETTERS,CARDINAL
2006,CARDINAL,DATE
0,CARDINAL,DIGIT
102,DIGIT,CARDINAL
V,ORDINAL,CARDINAL
1806,DATE,DIGIT
4,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
206,CARDINAL,DIGIT
86,DIGIT,CARDINAL
IV,LETTERS,CARDINAL
IV,ORDINAL,LETTERS
9001,DIGIT,CARDINAL
1955,DATE,CARDINAL
93,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1996,DATE,CARDINAL
2006,CARDINAL,DATE
1,CARDINAL,DIGIT
3,CARDINAL,DIGIT
I.,CARDINAL,LETTERS
2011,DATE,DIGIT
2006,DATE,CARDINAL
1831,DATE,DIGIT
2004004248,DIGIT,CARDINAL
II,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
2016,CARDINAL,DATE
1962,DATE,CARDINAL
2011,CARDINAL,DATE
1995,DATE,DIGIT
32,CARDINAL,DIGIT
V.,LETTERS,CARDINAL
2015,DIGIT,DATE
46,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
pn,VERBATIM,LETTERS
2012,DATE,CARDINAL
csv,VERBATIM,LETTERS
2008,DATE,DIGIT
sn,LETTERS,VERBATIM
395,CARDINAL,DIGIT
1924,DATE,CARDINAL
52,CARDINAL,DIGIT
87,CARDINAL,DIGIT
V.,LETTERS,CARDINAL
212,CARDINAL,DECIMAL
2005,DATE,CARDINAL
4,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
XV,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
kg,PLAIN,LETTERS
2013,DATE,CARDINAL
1955,DATE,CARDINAL
II,CARDINAL,ORDINAL
2355,CARDINAL,DIGIT
3,CARDINAL,DIGIT
130,CARDINAL,DIGIT
2011,DATE,DIGIT
DHfK,LETTERS,VERBATIM
2013,DATE,CARDINAL
2005,DATE,CARDINAL
I.,LETTERS,CARDINAL
2011,DATE,CARDINAL
III,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
Wol,PLAIN,LETTERS
1994,DATE,DIGIT
1949,DATE,CARDINAL
1909,DATE,CARDINAL
920,CARDINAL,DIGIT
Middenpeel,ELECTRONIC,PLAIN
I,CARDINAL,ORDINAL
IV,LETTERS,ORDINAL
09-CV-2742,DATE,TELEPHONE
215,CARDINAL,DECIMAL
II,CARDINAL,ORDINAL
I,CARDINAL,ORDINAL
2004,CARDINAL,DATE
2014,DATE,CARDINAL
2007,DATE,DIGIT
1779,DATE,DIGIT
V.,LETTERS,ORDINAL
7,CARDINAL,DIGIT
4,CARDINAL,DIGIT
2006,DATE,CARDINAL
8727,DIGIT,CARDINAL
82,CARDINAL,DIGIT
X,ORDINAL,CARDINAL
4348089 ,CARDINAL,DIGIT
XIV,ORDINAL,CARDINAL
1931,DATE,DIGIT
2141,CARDINAL,DIGIT
pm,LETTERS,VERBATIM
2011,DATE,CARDINAL
9093102477,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
2012,DATE,DIGIT
3241,CARDINAL,DIGIT
9,CARDINAL,DECIMAL
VII,CARDINAL,ORDINAL
1942,DATE,CARDINAL
2,CARDINAL,DIGIT
488,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
19-20-20,DATE,TELEPHONE
4,CARDINAL,DIGIT
ff,VERBATIM,LETTERS
1941,DATE,CARDINAL
"1,400 μA",MONEY,MEASURE
tr,VERBATIM,LETTERS
II,CARDINAL,ORDINAL
201368,CARDINAL,DIGIT
255,CARDINAL,DIGIT
1930,DATE,CARDINAL
I,CARDINAL,ORDINAL
X.,LETTERS,ORDINAL
6,CARDINAL,DIGIT
CONCEPTUAL,LETTERS,PLAIN
1827 -,DIGIT,CARDINAL
vzw,LETTERS,VERBATIM
63,CARDINAL,DIGIT
ps,VERBATIM,LETTERS
2007,DATE,CARDINAL
90015,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2011,DATE,DIGIT
1909,DATE,CARDINAL
35,CARDINAL,DIGIT
2008,DATE,CARDINAL
IV,LETTERS,ORDINAL
2007,CARDINAL,DATE
20,CARDINAL,DECIMAL
1,CARDINAL,DIGIT
2003,DATE,CARDINAL
2,CARDINAL,DIGIT
61,DECIMAL,CARDINAL
33,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1996,CARDINAL,DATE
XXII,CARDINAL,ORDINAL
IV,ORDINAL,LETTERS
nmm,VERBATIM,LETTERS
xx,VERBATIM,LETTERS
1982,CARDINAL,DATE
517,CARDINAL,DIGIT
10 million,DECIMAL,MONEY
115,CARDINAL,DIGIT
38,CARDINAL,DIGIT
3340,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
1912,DATE,DIGIT
cbn,VERBATIM,LETTERS
1994,DATE,CARDINAL
8,CARDINAL,DIGIT
pp,VERBATIM,LETTERS
2007,DATE,DIGIT
21,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
11,CARDINAL,DIGIT
gcd,LETTERS,VERBATIM
1964,DATE,CARDINAL
2000,DATE,CARDINAL
mh,VERBATIM,LETTERS
RD,PLAIN,LETTERS
2010,DATE,CARDINAL
2008,CARDINAL,DATE
2,CARDINAL,DIGIT
602,CARDINAL,DECIMAL
2005,DATE,CARDINAL
XV,CARDINAL,LETTERS
11430,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2014-05-05,DATE,TELEPHONE
Pu'u,LETTERS,PLAIN
20,CARDINAL,DIGIT
XII,CARDINAL,ORDINAL
86,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
ltd,PLAIN,LETTERS
1979,DATE,CARDINAL
DL,LETTERS,ORDINAL
1243,DATE,DIGIT
56,CARDINAL,DIGIT
217,CARDINAL,DIGIT
3383995,CARDINAL,DIGIT
3352,CARDINAL,DIGIT
2,DIGIT,CARDINAL
XIII,ORDINAL,CARDINAL
2012,DATE,DIGIT
2009,DATE,CARDINAL
52,CARDINAL,DIGIT
/ng,ORDINAL,MEASURE
2005,DATE,DIGIT
2002,DATE,CARDINAL
2,CARDINAL,DIGIT
MNR,LETTERS,PLAIN
1655,DATE,DIGIT
2007,CARDINAL,DATE
tl,LETTERS,VERBATIM
2006,DATE,DIGIT
2011,CARDINAL,DATE
7,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
1921,DATE,DIGIT
2,CARDINAL,DIGIT
1948,CARDINAL,DATE
2009,DATE,CARDINAL
1106,DATE,DIGIT
48477,CARDINAL,DIGIT
gs,LETTERS,VERBATIM
2014,DATE,CARDINAL
1,CARDINAL,DIGIT
2,DIGIT,CARDINAL
20127,CARDINAL,DIGIT
2011,DATE,CARDINAL
135,CARDINAL,DIGIT
1984,DATE,DIGIT
mr,PLAIN,LETTERS
SMSgt,LETTERS,VERBATIM
8,CARDINAL,DIGIT
2018,DATE,CARDINAL
2012,CARDINAL,DATE
6,CARDINAL,DIGIT
253,CARDINAL,DIGIT
16,CARDINAL,DIGIT
35,CARDINAL,DIGIT
33,CARDINAL,DIGIT
