data,predict,target
PUP,LETTERS,PLAIN
p,PLAIN,LETTERS
SMeCK,LETTERS,PLAIN
ERFINDER,PLAIN,LETTERS
2002,DATE,CARDINAL
-,VERBATIM,PLAIN
Saso,PLAIN,LETTERS
1997,DATE,CARDINAL
AQHA,LETTERS,PLAIN
IX,ORDINAL,PLAIN
nl,PLAIN,LETTERS
Aqa,PLAIN,LETTERS
Vrsac,PLAIN,LETTERS
ncse,PLAIN,LETTERS
2,CARDINAL,DIGIT
STRAC,LETTERS,PLAIN
COMSTAC,PLAIN,LETTERS
1599,DATE,CARDINAL
2,DIGIT,CARDINAL
BABYLIM,PLAIN,LETTERS
cDc,LETTERS,VERBATIM
1913,DATE,DIGIT
Conc,PLAIN,LETTERS
X,LETTERS,PLAIN
KOMST,PLAIN,LETTERS
Dubh,PLAIN,LETTERS
KOOPA,LETTERS,PLAIN
515 ,CARDINAL,DIGIT
Nof,PLAIN,LETTERS
sqn,VERBATIM,PLAIN
MUBI,LETTERS,PLAIN
TOC,LETTERS,PLAIN
2013,DATE,CARDINAL
I,ORDINAL,PLAIN
MSS,PLAIN,LETTERS
138,CARDINAL,DIGIT
MR,LETTERS,PLAIN
idei,PLAIN,LETTERS
13,CARDINAL,DECIMAL
I,PLAIN,ORDINAL
Det,PLAIN,LETTERS
nazw,PLAIN,LETTERS
ULIP,LETTERS,PLAIN
UNHAS,PLAIN,LETTERS
ul,LETTERS,PLAIN
Ceel,PLAIN,LETTERS
3,CARDINAL,DIGIT
2012,DATE,CARDINAL
Fa,PLAIN,LETTERS
y,LETTERS,PLAIN
INSEAD,PLAIN,LETTERS
TIBA,PLAIN,LETTERS
9811860,CARDINAL,DIGIT
26001.005,CARDINAL,DECIMAL
JEFF,LETTERS,PLAIN
gun,LETTERS,PLAIN
OZ,LETTERS,PLAIN
ULI,LETTERS,PLAIN
Yuanwang-,PLAIN,LETTERS
2015,CARDINAL,DATE
LL,LETTERS,PLAIN
nan,PLAIN,LETTERS
RAMSA,PLAIN,LETTERS
ce,PLAIN,LETTERS
CIDRAP,PLAIN,LETTERS
s,PLAIN,LETTERS
Odoi,PLAIN,LETTERS
T,LETTERS,PLAIN
Meb,PLAIN,LETTERS
dt',PLAIN,LETTERS
EVO,LETTERS,PLAIN
CHOGM,PLAIN,LETTERS
Xbiz,PLAIN,LETTERS
"12012, ",CARDINAL,DIGIT
EMK,PLAIN,LETTERS
Boao,PLAIN,LETTERS
Egm,PLAIN,LETTERS
Raqs,PLAIN,LETTERS
ATMOS,LETTERS,PLAIN
1,CARDINAL,DIGIT
sonr,PLAIN,LETTERS
11,CARDINAL,DIGIT
2001,DATE,DIGIT
m,PLAIN,LETTERS
Lawi,PLAIN,LETTERS
1914,DIGIT,DATE
tv,LETTERS,VERBATIM
ODOT,LETTERS,PLAIN
1,CARDINAL,DIGIT
DOCG,PLAIN,LETTERS
af,PLAIN,LETTERS
COCINERO,PLAIN,LETTERS
Bei,PLAIN,LETTERS
WELS,LETTERS,PLAIN
Esla,PLAIN,LETTERS
MR,LETTERS,PLAIN
2014,DATE,DIGIT
Sadd,PLAIN,LETTERS
BADALGACHHI,PLAIN,LETTERS
Pir,PLAIN,LETTERS
ABI,LETTERS,PLAIN
2006,CARDINAL,DATE
BOB,LETTERS,PLAIN
-0 / 9188880230,TELEPHONE,FRACTION
Smac,PLAIN,LETTERS
6,DIGIT,CARDINAL
RULES,PLAIN,LETTERS
2012,DATE,CARDINAL
2006,DATE,CARDINAL
1,CARDINAL,DIGIT
SURTASS,PLAIN,LETTERS
2016,CARDINAL,DATE
Dei,PLAIN,LETTERS
AS,PLAIN,LETTERS
HIP,LETTERS,PLAIN
-,PLAIN,VERBATIM
OMI,PLAIN,LETTERS
MEMS,PLAIN,LETTERS
Davvd,PLAIN,LETTERS
pshe,PLAIN,LETTERS
Hyva,LETTERS,PLAIN
FUDOSI,PLAIN,LETTERS
MUME,PLAIN,LETTERS
RISC,LETTERS,PLAIN
BIG's,LETTERS,PLAIN
OCTA,LETTERS,PLAIN
ELECTRICMOOD,PLAIN,LETTERS
V,LETTERS,PLAIN
p,PLAIN,LETTERS
LTD,LETTERS,PLAIN
2012,DATE,CARDINAL
OLI,LETTERS,PLAIN
SKIES,LETTERS,PLAIN
Naa,LETTERS,PLAIN
OW,LETTERS,PLAIN
Nak,PLAIN,LETTERS
Als,PLAIN,LETTERS
1344,DATE,DIGIT
1977,DATE,CARDINAL
EX,LETTERS,PLAIN
KUQI,PLAIN,LETTERS
ils,PLAIN,LETTERS
II,CARDINAL,ORDINAL
ASCO,LETTERS,PLAIN
RugbyFootballHistory.comA,PLAIN,ELECTRONIC
Lun,PLAIN,LETTERS
Qu,PLAIN,LETTERS
2014,DATE,CARDINAL
zugl,LETTERS,PLAIN
SCIRI,PLAIN,LETTERS
Dhe,PLAIN,LETTERS
ct,LETTERS,PLAIN
B,LETTERS,PLAIN
2004,DATE,CARDINAL
Ss,PLAIN,LETTERS
:,PLAIN,PUNCT
R,LETTERS,PLAIN
ECh,LETTERS,PLAIN
1959,DATE,CARDINAL
Gmel,PLAIN,LETTERS
2009,DATE,CARDINAL
RetailOnlineIntegration.com,PLAIN,ELECTRONIC
2,CARDINAL,DIGIT
2 dec.,MEASURE,DATE
2,DIGIT,CARDINAL
Zeo,PLAIN,LETTERS
3318,DIGIT,CARDINAL
p,PLAIN,LETTERS
Misr,PLAIN,LETTERS
Oirr,PLAIN,LETTERS
2003,DATE,DIGIT
UEFI,PLAIN,LETTERS
ke,PLAIN,LETTERS
SI,PLAIN,LETTERS
GU,PLAIN,LETTERS
Ife,PLAIN,LETTERS
Loi,PLAIN,LETTERS
viii,PLAIN,LETTERS
V,PLAIN,ORDINAL
2000,DATE,CARDINAL
szt,PLAIN,VERBATIM
Baadj,PLAIN,LETTERS
IS,LETTERS,PLAIN
2011,CARDINAL,DATE
GiMA,PLAIN,LETTERS
ABR,PLAIN,LETTERS
MTN,LETTERS,PLAIN
Oza,LETTERS,PLAIN
"19,000 million",MONEY,DECIMAL
CECAFA,PLAIN,LETTERS
Paes,PLAIN,LETTERS
Dir,PLAIN,LETTERS
AMANDA,LETTERS,PLAIN
2014,DIGIT,DATE
1,CARDINAL,DIGIT
epes,LETTERS,PLAIN
V,PLAIN,CARDINAL
M,LETTERS,PLAIN
IPEDS,LETTERS,PLAIN
RAC,PLAIN,LETTERS
CONAMAQ,PLAIN,LETTERS
MAGA,PLAIN,LETTERS
CRISPR,PLAIN,LETTERS
Nama,PLAIN,LETTERS
Sei,PLAIN,LETTERS
BrOCO,LETTERS,PLAIN
ATRAND,PLAIN,LETTERS
Arv,PLAIN,LETTERS
zr,PLAIN,LETTERS
Dez,PLAIN,LETTERS
VERGOGNA,PLAIN,LETTERS
eGIF,LETTERS,PLAIN
p,PLAIN,LETTERS
1988,DATE,CARDINAL
KUBS,LETTERS,PLAIN
EFT,LETTERS,PLAIN
Fyn,PLAIN,LETTERS
2013,CARDINAL,DATE
14-9-0,DATE,TELEPHONE
a,PLAIN,LETTERS
MPEG,LETTERS,PLAIN
6,CARDINAL,DIGIT
Lyul,PLAIN,LETTERS
PEPFAR,PLAIN,LETTERS
PANDORA,LETTERS,PLAIN
DEC,LETTERS,PLAIN
I,PLAIN,ORDINAL
hd,PLAIN,LETTERS
yr,LETTERS,PLAIN
w,PLAIN,LETTERS
SOA,PLAIN,LETTERS
2010,DATE,CARDINAL
Werl,PLAIN,LETTERS
2014,DATE,CARDINAL
FAUST,LETTERS,PLAIN
RPTPmu,PLAIN,LETTERS
MT,LETTERS,PLAIN
SIGKDD,PLAIN,LETTERS
OFT,LETTERS,PLAIN
KORL,PLAIN,LETTERS
MC,LETTERS,ORDINAL
LASIK,LETTERS,PLAIN
LEGISALTIVE,PLAIN,LETTERS
WA,PLAIN,LETTERS
11,CARDINAL,DIGIT
g,PLAIN,LETTERS
Ke,PLAIN,LETTERS
PL,LETTERS,PLAIN
MIY,PLAIN,LETTERS
qut,PLAIN,LETTERS
Zod,PLAIN,LETTERS
AFLA,LETTERS,PLAIN
p,PLAIN,LETTERS
BEME,PLAIN,LETTERS
1997,DATE,CARDINAL
42,CARDINAL,DIGIT
1939,CARDINAL,DATE
SCIOGLIMENTO,PLAIN,LETTERS
2010,CARDINAL,DATE
PRO,PLAIN,LETTERS
6,CARDINAL,DIGIT
AUTO,LETTERS,PLAIN
Brk,PLAIN,VERBATIM
ALS,PLAIN,LETTERS
CRAY,LETTERS,PLAIN
PAGASA,LETTERS,PLAIN
Toh,PLAIN,LETTERS
Mgimwa,PLAIN,LETTERS
TINIG,PLAIN,LETTERS
'jogesh,ELECTRONIC,PLAIN
ANALECTA,PLAIN,LETTERS
III,ORDINAL,CARDINAL
Dj,PLAIN,VERBATIM
2012,CARDINAL,DATE
PREVIEW,LETTERS,PLAIN
58,CARDINAL,DIGIT
Ohta,PLAIN,LETTERS
MePPP,PLAIN,LETTERS
NODELAY,PLAIN,LETTERS
4,CARDINAL,DIGIT
2012,DATE,CARDINAL
OIRDS,PLAIN,LETTERS
.220AU,DECIMAL,MEASURE
1967,DATE,CARDINAL
2015,DATE,CARDINAL
Wau,PLAIN,LETTERS
2003,DATE,CARDINAL
ETC,LETTERS,PLAIN
Ojha,PLAIN,LETTERS
AWS,LETTERS,PLAIN
Attn,PLAIN,LETTERS
386,CARDINAL,DIGIT
1970,DIGIT,DATE
ir,PLAIN,LETTERS
EMERGIA,PLAIN,LETTERS
6,CARDINAL,DIGIT
PvE,VERBATIM,LETTERS
cpr,PLAIN,VERBATIM
09,CARDINAL,DIGIT
ez,PLAIN,LETTERS
jpn,PLAIN,VERBATIM
Cissé,PLAIN,LETTERS
XIII,CARDINAL,ORDINAL
sua,PLAIN,LETTERS
Io,PLAIN,LETTERS
3,CARDINAL,DIGIT
OAM,PLAIN,LETTERS
2014,CARDINAL,DATE
Hok,PLAIN,LETTERS
umbc,PLAIN,LETTERS
2,DIGIT,CARDINAL
AUF,LETTERS,PLAIN
6,DIGIT,CARDINAL
UU,PLAIN,LETTERS
c,LETTERS,PLAIN
km,LETTERS,VERBATIM
Vam,PLAIN,LETTERS
st,PLAIN,LETTERS
azul,LETTERS,PLAIN
IFS,LETTERS,PLAIN
2007,DATE,CARDINAL
BNET,PLAIN,LETTERS
LOBI,PLAIN,LETTERS
Asso.frDocuments,PLAIN,ELECTRONIC
by'Ponc,PLAIN,LETTERS
AKhRR,PLAIN,LETTERS
vs,PLAIN,LETTERS
00624,TELEPHONE,DIGIT
gresql,PLAIN,LETTERS
Liit,PLAIN,LETTERS
EETs,LETTERS,PLAIN
ISI,LETTERS,PLAIN
HEAO,PLAIN,LETTERS
IARPIDI,PLAIN,LETTERS
BURACO,PLAIN,LETTERS
SHOO,LETTERS,PLAIN
CELP,PLAIN,LETTERS
Misr,PLAIN,LETTERS
Fase,PLAIN,LETTERS
mes,PLAIN,LETTERS
AlF,LETTERS,PLAIN
Deg,PLAIN,LETTERS
c,LETTERS,PLAIN
SO,PLAIN,LETTERS
DISIPLINLERARASI,PLAIN,LETTERS
NIAS,LETTERS,PLAIN
seok,PLAIN,LETTERS
engl,PLAIN,LETTERS
Jicu,PLAIN,LETTERS
UT,LETTERS,PLAIN
q,PLAIN,LETTERS
Aang,LETTERS,PLAIN
Thr,PLAIN,VERBATIM
2009,CARDINAL,DATE
ees,PLAIN,LETTERS
Dna,PLAIN,LETTERS
Vdvoem,PLAIN,LETTERS
COBISS,PLAIN,LETTERS
EMU,LETTERS,PLAIN
4490,CARDINAL,DIGIT
OA,LETTERS,PLAIN
101910/11,CARDINAL,FRACTION
Mes,PLAIN,LETTERS
ACU,PLAIN,LETTERS
2,DIGIT,CARDINAL
2000,DATE,CARDINAL
2003,DATE,CARDINAL
tok,PLAIN,LETTERS
feet,VERBATIM,PLAIN
Ubos,PLAIN,LETTERS
4 ,DIGIT,CARDINAL
Oum,PLAIN,LETTERS
DISAYANG,PLAIN,LETTERS
src,PLAIN,VERBATIM
II,ORDINAL,CARDINAL
-,PUNCT,PLAIN
hrt,PLAIN,VERBATIM
bij,PLAIN,LETTERS
DUBs,LETTERS,PLAIN
mtDNA,PLAIN,LETTERS
Kyyiv,PLAIN,LETTERS
7,DIGIT,CARDINAL
cst,PLAIN,LETTERS
NAE,LETTERS,PLAIN
1386,DIGIT,DATE
Lidén,PLAIN,LETTERS
AH,PLAIN,LETTERS
EFE,LETTERS,PLAIN
SCAM,LETTERS,PLAIN
50,DIGIT,CARDINAL
Dod,PLAIN,LETTERS
5,CARDINAL,DIGIT
Caos,PLAIN,LETTERS
3,CARDINAL,DIGIT
2007,CARDINAL,DATE
AE,PLAIN,LETTERS
sr,PLAIN,LETTERS
fua,PLAIN,LETTERS
Sylt,PLAIN,LETTERS
Neh,PLAIN,LETTERS
TOKIO,LETTERS,PLAIN
gby,PLAIN,LETTERS
COMSAT,LETTERS,PLAIN
1925,DATE,CARDINAL
WHA,LETTERS,PLAIN
9,DIGIT,CARDINAL
